"","cntry","netusoft","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgblge","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","lnghom1","lnghom2","blgetmg","facntr","mocntr","admdw","vteurmmb","evpdemp","evlvptn","lvptnyr","evmar","bthcld","nbthcld","ngchld","ygcdbyr","ggchld","admge","ageadlt","agemage","ageoage","iaglptn","iagmr","iagpnt","iagrtr","tygledu","tyglvp","tygmr","tygpnt","tolvpnt","tochld","towkht","anvcld","alvgptn","acldnmr","aftjbyc","advcyc","plnftr","hhmmb","gndr","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","maritalb","chldhhe","domicil","eisced","edulvlb","edubde1","eduade2","eduade3","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","mnactic","crpdwk","pdjobev","emplrel","emplno","wrkctra","estsz","jbspv","wkdcorga","iorgact","icwhct","tporgwk","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","eiscedp","edulvlpb","edupbde1","edupade2","edupade3","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","eiscedf","edulvlfb","edufbde1","edufade2","edufade3","emprf14","occf14b","eiscedm","edulvlmb","edumbde1","edumade2","edumade3","emprm14","occm14b","atncrse","region","regunit","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","fvgabc","infqbst","grsplet","netilet","grspfr","netifr","occinfr","topinfr","btminfr","wltdffr","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","prtvede1","prtvede2","prtclede","rlgdnade","rlgdeade"
"1879","DE",1,5,10,5,1,3,2,2,5,5,4,10,5,5,5,5,2,2,2,1,1,2,2,2,2,1,2,1,4,10,4,4,5,9,2,3,5,3,9,3,3,2,5,5,5,1,2,4,1,2,2,2,2,10,9,1,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1955,2,1,2,2,1990,1,1,0,27,0,0,0,0,0,0,0,25,25,0,40,0,3,3,3,1,1,9,1,1,2,1,2,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,2,4,1,6,NA,5,NA,1,1,2,5,5,1,4,3,322,3,0,4,10,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,40,1,1,1,5,5,1,4,2,2,1,2,3,4,3,2,4,1,113,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,2,212,3,0,0,4,7,2,212,3,0,0,4,7,2,"DEA",1,3,3,3,5,5,5,5,2,2,10,1,-2,0,0,0,2,0,3,3,3,2,1,3,2,3,3,1,3,2,2,6,1,6,2,5,2,2,1,5,1,1,1,1,6,6,4,1,1,1,5,1,1,2,1,1
"1880","DE",3,7,5,5,3,3,3,3,3,4,8,8,5,4,5,7,1,2,2,2,2,2,2,1,2,1,3,5,9,5,4,5,4,5,1,2,4,2,5,1,2,2,5,4,6,8,5,4,4,2,2,2,2,6,5,1,6,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"NDS","GER",2,1,1,3,1,1,1,1977,1,1,3,2,2003,6,1,20,40,0,20,25,25,60,16,17,17,17,30,35,59,3,3,3,2,3,5,2,2,1,1,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,6,4,NA,4,NA,1,1,2,NA,1,2,4,3,322,3,0,6,12,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,50,1,2,2,7,7,1,4,2,1,2,2,3,2,3,2,1,2,212,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,2,3,322,3,0,6,1,6,5,520,3,0,10,3,9,2,"DE9",1,4,3,3,7,8,7,6,1,2,8,3,0,-1,-1,0,-3,1,4,3,1,2,1,2,2,2,4,3,2,2,1,5,2,2,2,2,5,2,2,2,1,2,2,2,3,2,2,2,1,1,3,2,2,2,2,1
"1881","DE",4,3,5,5,3,1,2,3,3,4,7,8,5,5,5,5,1,2,2,2,2,2,2,2,2,2,2,5,7,4,5,7,7,8,5,2,5,2,4,1,2,2,10,7,7,8,6,2,3,2,2,3,2,9,8,1,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,2010,2,2,1,3,2016,6,2,18,35,80,18,25,25,60,14,15,16,16,40,50,65,3,4,4,3,3,6,4,2,2,1,2,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,5,3,3,2,2,NA,5,NA,1,1,2,6,6,1,4,5,520,4,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,1,2,2,6,7,1,1,2,2,1,2,3,1,10,1,1,1,213,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,1,6,610,4,0,11,1,2,5,520,4,0,5,1,5,1,"DEB",1,3,2,3,10,9,10,10,1,2,2,3,-2,-2,-2,-2,-4,4,3,2,2,1,2,2,2,2,2,2,2,2,2,5,2,2,2,1,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,2,2
"1882","DE",5,7,8,6,3,2,2,2,2,3,5,5,2,0,4,5,1,2,2,1,2,2,2,1,2,2,3,2,8,10,1,6,3,4,2,1,5,1,10,2,2,2,8,8,5,8,6,4,3,2,2,1,3,8,8,2,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1991,1,1,1,0,2006,6,2,26,35,60,25,30,30,55,16,16,18,16,27,50,60,3,3,3,3,3,4,3,1,2,1,1,2,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,2,2,1,4,NA,4,NA,1,1,2,NA,1,1,4,3,322,4,0,6,13,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,40,1,3,2,8,0,1,3,2,2,1,2,2,1,3,3,1,3,322,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,3,322,3,0,6,1,6,3,322,3,0,6,1,7,2,"DEE",1,3,3,2,8,7,2,5,1,2,9,10,0,0,0,3,-2,2,2,3,4,4,3,3,1,2,4,3,3,3,2,5,2,6,2,3,3,2,3,2,1,2,6,4,6,4,6,1,2,4,3,2,2,4,2,2
"1883","DE",5,4,8,3,3,1,1,3,2,1,0,0,3,2,2,5,3,2,2,2,2,2,2,2,2,1,2,0,9,5,2,1,7,4,1,2,5,2,5,3,3,2,0,9,7,5,7,6,3,2,2,2,3,5,5,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,2,2,2003,2,2,1,4,2008,6,1,17,30,60,20,25,24,64,15,16,18,16,30,40,70,4,4,3,4,3,5,2,2,1,2,2,2,NA,NA,NA,NA,1972,NA,NA,NA,NA,3,4,5,1,6,NA,4,NA,1,2,2,6,6,2,2,2,212,3,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,2,1,35,2,1,2,9,0,1,2,2,1,1,1,3,1,7,2,1,1,213,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,3,322,0,0,6,1,6,5,423,6,0,4,1,5,2,"DE2",1,1,1,3,10,10,10,9,1,2,10,10,1,-1,-2,-3,-3,-3,3,3,3,2,1,2,2,2,3,2,2,2,2,3,2,1,1,2,2,2,1,1,1,1,1,2,5,1,1,1,3,5,2,6,2,2,2,1
"1884","DE",5,3,7,2,2,2,4,2,4,2,7,7,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,8,6,6,2,1,5,7,3,1,5,4,3,2,4,3,1,0,2,7,5,4,3,2,1,3,3,7,3,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,2012,2,2,1,2,2015,6,2,21,30,60,18,20,25,60,17,17,18,22,25,35,60,3,3,3,4,3,3,2,1,1,2,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,1,2,NA,2,NA,3,6,2,6,6,2,4,3,322,4,0,6,15,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,1,1,1,10,8,1,4,2,2,1,1,1,1,10,1,1,6,620,6,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,3,322,3,0,6,1,6,3,322,4,0,12,3,6,1,"DEA",1,2,2,3,7,8,3,0,1,2,10,10,-2,-3,0,0,-4,2,3,4,4,3,2,5,2,3,3,3,2,3,3,3,3,1,2,5,4,2,3,3,4,1,1,1,5,5,3,1,2,1,5,1,1,2,2,3
"1885","DE",5,7,8,9,2,4,5,3,3,9,10,10,6,6,9,8,3,1,2,2,2,2,2,1,1,2,3,6,10,7,7,9,2,5,2,1,5,1,10,2,2,2,7,5,7,10,6,6,4,2,1,3,2,6,8,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"ENG","FRE",2,2,2,3,1,1,1,2006,1,1,2,2,2017,6,1,18,50,80,25,25,28,62,20,18,20,16,30,50,65,5,5,3,2,3,3,5,2,1,2,1,1,NA,NA,NA,NA,2010,NA,NA,NA,NA,1,5,2,2,2,NA,2,NA,1,2,2,NA,1,1,1,7,720,6,7,0,17,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,40,2,5,1,0,5,1,6,1,2,1,1,2,1,10,1,1,7,720,6,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,7,720,6,7,0,2,6,7,720,6,7,0,1,1,1,"DEA",1,3,3,2,0,1,2,2,1,2,10,1,1,2,-2,0,-3,4,4,3,2,2,2,3,3,1,4,2,1,1,1,5,1,5,3,3,2,1,4,3,1,1,3,2,2,2,5,1,1,4,3,2,1,2,1,2
"1886","DE",1,5,4,5,2,3,3,3,3,5,3,8,8,8,8,8,1,2,2,2,2,2,2,2,2,2,2,7,8,5,7,8,8,5,2,4,2,4,7,2,3,2,5,7,8,10,4,5,3,2,2,3,3,8,8,1,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,2010,2,2,1,4,2017,6,1,20,40,0,30,38,25,55,19,20,17,18,30,40,40,4,4,4,3,2,0,2,1,2,1,2,1,NA,NA,NA,NA,1970,NA,NA,NA,NA,1,6,2,1,2,NA,4,NA,3,6,2,6,6,2,4,2,212,3,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,2,0,2,1,2,10,10,1,5,2,2,1,2,3,7,7,2,7,3,322,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,1,3,322,3,0,6,1,6,3,322,3,0,6,1,7,2,"DE2",1,2,3,3,5,10,7,5,3,2,10,1,3,0,2,-2,-2,-2,3,3,2,2,3,3,2,2,2,2,2,2,2,4,4,2,1,4,4,3,4,3,2,2,2,2,5,1,1,2,2,1,4,2,2,3,2,1
"1887","DE",5,5,5,3,3,1,2,2,2,2,2,3,1,1,0,2,1,2,2,2,2,2,2,1,1,1,2,5,8,9,4,3,4,4,4,2,5,4,3,2,4,4,3,0,2,7,4,3,3,2,3,2,3,7,3,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,2,1,1,1976,1,1,1,0,2006,6,2,21,45,65,25,28,29,60,20,18,20,20,30,45,65,3,3,3,2,2,5,3,1,2,1,1,1,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,2,2,1,6,NA,5,NA,1,1,1,NA,1,1,3,3,322,4,0,6,17,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,65,1,4,2,5,0,1,4,2,2,1,1,1,1,7,2,1,3,322,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,3,322,3,0,6,1,6,3,322,3,0,6,1,5,2,"DEA",1,3,2,1,6,6,0,0,1,2,1,1,-2,-3,0,3,-2,2,4,4,2,3,2,3,2,2,4,2,4,3,2,3,2,5,5,1,1,4,2,2,2,1,3,3,4,3,5,1,1,3,2,2,2,2,2,2
"1888","DE",5,7,7,3,3,1,1,1,1,0,1,8,0,0,0,0,2,2,2,2,2,2,2,1,2,2,3,5,8,3,3,2,3,2,2,2,5,2,5,2,2,3,5,7,4,8,6,1,2,2,3,1,3,7,4,2,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,55,1,1,2000,2,2,2,0,2004,6,2,26,52,70,28,29,30,60,16,25,20,23,30,55,63,4,4,4,4,4,10,1,2,1,2,2,2,NA,NA,NA,NA,1964,NA,NA,NA,NA,3,2,2,1,5,NA,4,NA,1,1,2,6,6,2,3,3,321,4,0,3,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,4,2,9,2,1,4,2,2,1,2,2,1,6,2,1,1,213,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,3,321,3,0,1,1,6,3,322,3,0,6,1,5,2,"DE1",1,2,2,2,10,3,9,4,1,2,10,10,0,0,0,2,-2,3,4,3,3,1,1,2,4,4,5,5,4,4,3,6,2,5,5,1,5,1,2,4,2,2,5,4,3,5,5,2,1,5,5,5,5,9,1,2
"1889","DE",5,2,5,5,1,1,3,2,4,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,0,2,3,1,1,1,4,1,2,4,4,1,2,2,2,2,3,1,6,5,1,1,2,2,4,2,0,0,1,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,2,1,1,1973,1,2,2,9,2010,6,2,17,39,60,20,24,28,66,16,18,19,22,27,48,65,3,3,3,3,2,6,2,1,2,1,2,2,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,4,4,6,2,NA,5,NA,1,1,2,NA,1,1,2,7,720,4,8,0,17,0,0,0,0,1,1,0,1,0,0,0,0,8,8,2,1,2,0,2,1,2,9,9,1,5,2,2,1,1,2,4,2,4,4,7,720,6,8,7,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,1,7,720,6,8,0,4,2,2,213,4,0,0,1,3,2,"DE3",1,2,2,2,10,4,3,3,2,2,6,1,-2,-3,-1,0,-3,4,4,3,3,2,2,1,3,2,3,4,4,4,2,5,2,3,1,5,3,1,1,3,1,1,2,1,6,2,3,2,3,1,5,3,6,4,2,2
"1890","DE",5,1,8,2,3,1,1,1,1,9,9,9,1,0,0,8,1,2,2,2,2,2,2,2,2,1,4,3,7,9,3,8,5,8,2,5,1,5,5,2,2,3,8,7,5,6,3,2,2,2,1,5,1,10,5,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1975,1,1,1,2,2014,6,2,16,40,65,25,25,30,63,30,20,20,20,40,50,50,2,3,3,2,2,2,2,1,2,1,1,1,NA,NA,NA,NA,1997,NA,NA,NA,NA,1,3,2,1,5,NA,5,NA,1,2,2,NA,1,1,4,3,322,3,0,6,12,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,50,1,3,2,7,0,1,4,2,2,1,2,3,4,5,1,4,3,322,4,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,2,3,322,3,0,6,3,9,2,212,3,0,0,3,9,2,"DEA",1,3,2,3,10,8,3,2,2,2,10,1,-1,0,-2,2,-3,1,3,3,2,2,1,3,3,2,3,2,3,2,2,4,4,3,2,2,3,4,2,2,2,5,5,4,3,3,2,2,5,2,3,2,2,2,1,1
"1891","DE",5,6,7,7,1,3,4,3,5,4,9,9,4,4,5,7,1,1,2,2,2,1,2,1,2,1,2,4,10,8,4,9,2,4,2,1,5,1,7,1,1,1,9,9,9,9,4,3,2,2,2,2,3,9,8,2,2,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","ENG",2,1,1,1,1,1,1,2004,1,1,2,0,2018,6,1,18,50,70,0,27,25,65,15,17,21,17,25,45,65,5,5,5,5,5,2,5,1,2,1,2,1,NA,NA,NA,NA,2015,NA,NA,NA,NA,1,2,2,2,2,NA,5,NA,1,1,2,NA,1,1,1,5,520,6,2,0,15,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,2,3,2,1,1,9,8,1,4,2,1,2,1,3,1,8,1,1,5,520,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,7,720,6,8,0,2,5,3,321,4,0,3,1,5,2,"DE4",1,4,3,3,9,9,4,4,1,2,1,2,0,0,2,2,-3,2,3,3,2,3,2,2,2,2,4,4,2,2,2,5,2,5,4,3,5,2,2,4,2,4,5,5,2,5,5,2,2,3,4,1,4,1,2,2
"1892","DE",5,7,8,5,2,3,2,3,2,7,7,9,7,7,7,7,1,2,2,2,2,1,2,1,2,1,2,6,10,10,7,7,5,8,2,1,5,1,10,1,2,2,8,9,7,10,6,4,3,2,2,3,2,10,10,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1966,1,1,2,5,2007,6,1,17,45,65,22,27,27,65,25,20,23,21,20,40,65,3,3,3,2,3,10,2,2,1,1,2,1,NA,NA,NA,NA,1969,NA,NA,NA,NA,1,3,3,2,5,NA,4,NA,1,1,1,NA,1,2,4,7,800,6,9,0,15,0,0,0,0,0,0,0,1,0,0,0,0,NA,8,2,1,1,65,3,1,1,8,5,2,4,2,2,1,2,3,4,8,1,4,6,610,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,7,720,6,8,0,1,2,3,322,4,0,7,3,5,2,"DE2",1,4,4,3,10,10,10,7,2,2,10,10,0,0,0,0,-3,2,4,3,4,3,3,3,2,2,4,3,2,3,3,3,2,4,2,4,6,1,3,2,1,2,3,2,4,4,4,3,1,6,4,4,1,4,2,2
"1893","DE",1,3,8,5,2,1,1,1,3,2,5,8,2,5,1,6,1,2,2,2,2,2,2,2,2,1,2,8,9,9,6,4,3,4,2,2,5,4,1,2,2,2,7,5,3,8,6,3,3,2,1,3,3,8,0,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,2,1,2,1991,1,2,1,3,2016,6,2,20,50,70,25,30,32,60,18,25,18,18,25,45,65,5,5,4,5,3,7,2,1,2,2,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,1,2,1,5,NA,4,NA,3,6,1,4,4,2,3,3,322,4,0,7,15,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,20,1,4,1,9,0,1,4,2,2,1,2,3,1,9,1,1,7,720,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,3,321,3,0,1,1,8,3,322,4,0,7,3,7,2,"DE9",1,2,2,2,10,9,10,1,1,3,1,1,0,0,0,0,-4,-1,4,2,2,1,1,5,1,4,5,2,2,3,4,5,2,5,2,6,3,2,2,1,2,2,5,1,5,2,2,1,3,2,1,6,6,6,4,2
"1894","DE",5,6,5,6,2,3,2,3,2,6,7,7,4,4,5,5,1,2,2,2,2,2,2,2,2,1,3,5,8,7,5,7,5,6,3,2,4,2,5,2,2,2,6,4,6,7,5,3,2,2,2,2,3,8,7,2,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1993,1,1,2,0,2010,6,1,23,48,70,22,28,28,65,16,18,18,18,30,45,63,3,3,3,2,3,3,4,1,2,2,1,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,1,6,NA,4,NA,1,1,2,NA,1,1,4,5,520,4,0,10,15,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,0,1,4,1,10,7,1,4,2,2,1,2,3,1,10,1,1,3,322,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,3,322,3,0,6,1,6,3,322,3,0,7,3,5,1,"DE1",1,4,3,2,8,8,8,5,1,2,10,10,0,0,0,0,0,-1,3,3,2,2,2,4,2,2,4,3,2,3,3,4,2,5,2,3,3,3,3,4,2,3,2,2,6,3,2,2,1,4,4,2,2,2,2,2
"1895","DE",5,8,8,5,2,2,3,2,5,8,8,9,5,5,8,4,1,2,2,2,2,2,2,2,2,2,2,2,8,9,4,6,7,8,2,2,4,4,10,1,1,1,8,9,5,5,4,4,1,2,2,1,3,4,9,1,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1998,2,2,1,2,2003,6,2,20,40,65,25,28,27,65,18,18,18,20,22,45,67,4,4,4,4,3,8,1,1,2,2,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,3,4,1,6,NA,5,NA,1,1,2,6,6,2,2,7,800,6,9,0,25,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,0,1,5,2,9,0,1,4,2,1,2,2,3,1,8,1,1,1,213,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,3,322,4,0,6,1,7,3,322,3,0,4,3,8,1,"DE7",1,4,3,4,9,8,5,4,1,2,1,10,0,-2,0,1,-4,-4,3,2,2,3,2,3,2,3,5,4,4,4,4,5,1,5,2,5,5,4,3,5,2,3,5,2,5,5,5,3,3,5,5,3,3,3,1,3
"1896","DE",5,7,8,7,2,3,2,3,3,7,9,9,7,5,7,7,2,2,2,2,2,2,2,2,2,1,3,4,7,8,7,8,9,7,2,2,3,2,8,2,2,2,5,5,4,8,5,6,3,2,2,2,3,7,7,1,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"HRV","GER",1,2,2,3,55,1,1,1996,1,1,3,0,2016,6,1,21,40,65,22,25,25,60,18,20,22,23,30,42,65,2,3,3,2,3,2,5,1,2,2,2,2,NA,NA,NA,NA,2002,NA,NA,NA,NA,1,2,2,2,5,NA,4,NA,1,2,2,NA,1,1,1,5,520,4,0,10,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,18,2,3,2,3,2,1,4,1,1,1,2,3,1,7,2,1,2,212,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1,1,0,0,0,0,1,7,1,0,0,0,0,3,6,2,"DE1",1,3,3,4,6,6,7,6,1,2,5,1,-1,-1,0,0,-2,1,2,3,3,2,3,4,4,3,3,3,2,3,1,5,2,3,2,3,4,2,2,2,2,2,2,2,3,3,5,3,2,2,5,4,1,2,1,290
"1897","DE",5,7,5,6,3,3,4,3,3,9,10,10,7,7,9,5,1,2,2,2,2,2,2,2,2,2,2,5,8,6,6,8,3,8,2,1,5,2,7,2,2,2,8,4,5,9,6,5,2,2,2,3,3,7,7,1,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,2,2,2010,2,2,1,9,2006,6,2,21,36,70,25,28,29,65,17,18,18,18,0,60,60,3,3,3,3,3,1,2,2,2,2,1,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,6,4,1,4,NA,5,NA,1,2,2,6,6,2,3,6,620,6,4,0,13,0,0,0,0,0,0,0,0,1,0,0,0,NA,9,2,1,1,0,2,4,2,6,0,1,2,2,2,1,2,3,4,5,1,8,1,212,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,7,720,5,8,0,1,4,3,322,4,0,7,3,9,2,"DEA",1,4,2,4,10,8,4,4,3,2,1,10,2,0,0,2,-3,4,3,3,4,2,3,3,2,3,5,4,4,4,2,3,2,4,1,4,1,2,4,2,4,2,3,2,5,2,2,2,2,1,1,1,4,1,1,1
"1898","DE",5,6,5,2,2,3,2,2,3,4,8,6,2,5,6,6,1,2,2,2,1,1,2,2,2,1,2,2,4,7,3,8,8,6,2,1,5,1,9,1,1,1,9,8,5,8,4,5,3,1,1,2,3,6,9,1,6,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","ZXX",2,1,1,3,1,1,1,2016,2,2,2,3,2018,6,1,21,38,60,21,26,27,0,0,18,25,24,25,36,0,3,3,3,2,3,4,2,2,1,1,2,1,NA,NA,NA,NA,1970,NA,NA,NA,NA,1,3,2,6,6,NA,5,NA,3,6,2,6,6,2,2,5,423,6,0,4,14,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,40,1,4,2,4,0,1,4,2,2,1,1,3,2,5,2,1,4,313,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,2,7,720,6,8,12,1,1,3,321,4,0,3,1,5,1,"DE2",1,5,4,2,3,3,6,4,1,2,1,1,0,0,0,3,-3,-3,2,3,3,3,3,2,2,1,5,3,1,2,3,6,1,2,4,1,5,2,4,1,1,1,5,2,2,2,3,1,2,4,1,3,3,3,2,1
"1899","DE",5,4,5,5,2,3,1,3,2,6,7,7,5,2,4,6,1,1,2,2,2,1,2,1,2,1,2,2,7,6,6,6,4,6,3,1,5,2,7,1,1,2,5,6,6,8,6,4,4,2,2,5,2,9,9,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1971,1,1,2,3,2006,6,2,25,40,75,22,25,25,0,0,18,17,8,30,55,0,4,4,4,4,3,5,1,2,1,2,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,3,3,1,5,NA,5,NA,1,1,1,4,4,1,3,3,322,3,0,7,13,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,1,1,1,0,1,3,2,0,0,1,6,2,1,2,2,1,4,2,2,4,1,113,0,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,2,3,322,3,0,6,1,6,2,212,3,0,0,3,8,2,"DE2",1,2,3,2,5,5,5,2,2,2,1,1,-2,-2,-2,0,0,0,4,3,1,3,2,1,2,1,3,4,4,4,2,4,1,3,2,3,5,1,3,2,3,1,2,2,5,1,2,1,1,3,3,2,2,2,2,1
