"","cntry","netusoft","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgblge","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","lnghom1","lnghom2","blgetmg","facntr","mocntr","admdw","vteurmmb","evpdemp","evlvptn","lvptnyr","evmar","bthcld","nbthcld","ngchld","ygcdbyr","ggchld","admge","ageadlt","agemage","ageoage","iaglptn","iagmr","iagpnt","iagrtr","tygledu","tyglvp","tygmr","tygpnt","tolvpnt","tochld","towkht","anvcld","alvgptn","acldnmr","aftjbyc","advcyc","plnftr","hhmmb","gndr","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","maritalb","chldhhe","domicil","eisced","edulvlb","edubde1","eduade2","eduade3","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","mnactic","crpdwk","pdjobev","emplrel","emplno","wrkctra","estsz","jbspv","wkdcorga","iorgact","icwhct","tporgwk","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","eiscedp","edulvlpb","edupbde1","edupade2","edupade3","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","eiscedf","edulvlfb","edufbde1","edufade2","edufade3","emprf14","occf14b","eiscedm","edulvlmb","edumbde1","edumade2","edumade3","emprm14","occm14b","atncrse","region","regunit","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","fvgabc","infqbst","grsplet","netilet","grspfr","netifr","occinfr","topinfr","btminfr","wltdffr","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","prtvede1","prtvede2","prtclede","rlgdnade","rlgdeade"
"622","DE",3,5,6,7,2,3,3,2,3,3,2,8,2,2,2,3,1,2,2,1,2,1,1,1,1,2,2,3,7,2,2,3,4,5,2,1,5,2,0,2,2,2,5,3,3,5,4,2,4,1,3,3,2,10,5,1,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1983,1,1,2,0,2015,6,1,30,50,0,0,0,23,60,22,0,0,23,22,50,0,5,5,5,5,4,5,1,2,1,2,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,2,2,4,6,2,NA,4,NA,1,1,1,1,1,1,1,3,322,4,0,6,14,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,33,1,5,2,10,10,1,2,2,1,1,2,1,1,3,2,1,1,213,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,1,5,520,3,0,10,1,6,3,322,3,0,6,1,7,1,"DEA",1,5,2,2,6,0,7,5,1,2,1,1,0,0,-2,0,-4,3,4,3,3,2,1,5,1,1,5,4,5,4,3,5,2,5,2,3,6,1,2,3,1,1,5,2,5,5,6,1,1,1,5,2,3,2,2,2
"623","DE",5,1,9,5,1,3,3,2,8,4,7,7,4,3,2,3,1,1,2,1,2,1,2,1,2,1,2,5,8,7,3,4,2,5,1,2,4,5,4,1,3,4,5,5,5,8,5,4,3,2,3,2,3,5,4,1,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","NDS",2,1,1,1,1,1,1,1991,1,1,2,0,2015,6,2,18,0,50,30,30,33,60,30,16,18,22,25,45,60,3,3,3,4,3,3,3,1,2,2,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,6,6,NA,4,NA,1,1,2,NA,1,1,4,5,520,6,2,6,20,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,2,1,1,1,1,10,10,2,5,2,2,1,2,3,2,10,1,2,5,520,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,113,1,0,0,1,8,2,212,3,0,0,3,9,2,"DEA",1,2,2,2,9,4,1,3,1,3,1,10,0,0,0,0,-3,3,4,4,4,1,1,1,1,2,5,3,4,4,2,5,5,5,3,2,5,2,3,5,2,2,5,2,5,5,5,2,2,3,5,1,4,3,1,2
"624","DE",5,8,5,5,3,3,3,2,3,6,7,9,3,5,5,7,1,2,2,2,2,2,2,2,2,1,2,1,8,7,8,9,4,7,2,1,5,1,8,1,2,2,6,5,5,8,7,4,3,2,1,2,3,10,5,1,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1979,1,2,4,9,1996,6,1,20,45,70,22,24,25,0,17,17,16,16,22,45,0,3,3,3,3,3,5,3,2,1,2,1,1,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,5,5,2,6,NA,5,NA,1,1,2,NA,1,1,4,3,322,3,0,7,11,0,0,0,0,0,0,0,1,0,0,0,0,NA,8,2,1,1,0,1,5,2,10,0,1,4,2,2,1,2,3,1,8,1,9,5,520,4,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,3,322,3,0,6,1,6,2,212,3,0,0,3,9,2,"DE7",1,4,4,2,8,0,3,4,3,3,4,1,1,-1,0,3,-4,3,3,3,2,2,3,1,2,1,5,5,5,5,3,4,2,5,2,3,5,1,4,2,4,1,5,2,6,4,5,1,1,2,1,2,2,2,2,2
"625","DE",5,8,7,7,1,3,4,3,5,6,8,8,7,6,6,8,1,2,2,2,2,1,1,2,1,2,1,2,6,7,3,8,3,5,1,1,5,1,10,1,1,1,5,8,8,5,5,4,1,2,1,2,3,7,8,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,2,2014,2,2,2,0,2015,6,1,21,30,50,0,0,0,60,18,16,18,18,0,60,65,3,5,5,4,5,7,3,1,2,1,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,4,2,1,5,NA,5,NA,1,2,2,6,6,2,1,4,313,6,0,0,21,0,1,0,0,0,0,0,1,0,0,0,0,2,2,2,1,1,0,2,5,2,10,0,1,4,2,2,1,1,3,1,7,3,7,1,113,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,5,423,6,0,7,2,3,5,423,6,0,3,1,5,1,"DE6",1,2,2,2,10,10,4,2,3,2,10,10,0,0,0,3,-4,4,3,4,4,3,3,2,2,1,5,4,3,4,2,5,1,3,3,4,4,5,4,1,3,3,4,4,5,3,3,2,1,6,2,2,4,5,291,2
"626","DE",4,5,7,7,1,3,3,3,4,6,6,7,5,5,5,5,1,1,1,1,1,1,2,1,1,1,2,5,9,9,6,6,3,5,1,1,5,1,6,1,2,2,7,7,7,8,4,3,2,2,1,4,1,7,7,1,6,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","NDS",2,1,1,2,1,1,1,1982,1,1,3,4,2012,6,1,16,35,60,25,25,21,60,19,20,22,20,20,40,60,3,3,3,3,3,8,2,2,1,2,1,1,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,2,3,5,6,NA,4,NA,1,2,1,NA,1,1,3,3,321,4,0,3,16,1,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,1,0,1,2,2,7,2,1,2,2,1,1,2,2,1,5,2,1,6,610,4,3,10,1,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1,3,321,3,0,1,1,5,3,322,3,0,6,1,5,1,"DE4",1,3,3,2,1,9,6,6,1,2,1,10,-3,-3,-3,3,-4,4,3,3,4,3,2,3,2,2,4,4,4,4,2,5,2,3,2,2,5,2,4,2,2,2,2,3,5,5,4,2,2,2,4,2,2,2,2,3
"627","DE",5,6,6,8,1,2,4,2,4,7,7,7,2,2,2,2,1,1,2,2,2,2,2,1,1,1,4,3,8,9,2,6,1,0,1,3,5,3,0,1,1,1,10,10,10,9,6,6,2,2,2,3,2,7,7,1,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1986,1,2,2,6,2014,6,2,20,45,65,22,28,28,60,16,16,18,18,22,0,0,3,3,3,3,3,1,2,1,2,2,1,1,NA,NA,NA,NA,1964,NA,NA,NA,NA,1,3,4,2,2,NA,5,NA,1,1,2,NA,1,1,3,4,313,6,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,NA,4,1,2,2,0,2,1,2,10,10,2,5,2,2,1,1,1,2,7,1,2,6,610,6,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,3,3,322,3,0,6,1,6,3,322,4,0,7,1,3,2,"DEA",1,2,2,2,3,7,2,2,1,2,10,10,-1,-1,-1,0,-4,-4,2,2,4,4,4,2,1,1,5,3,5,4,2,2,2,1,4,5,6,2,3,2,1,4,1,4,4,6,2,1,3,5,3,1,1,3,1,290
"628","DE",2,5,7,4,2,2,1,2,1,8,10,8,6,3,7,8,1,2,2,2,2,1,1,2,2,1,2,5,7,8,8,9,3,6,2,2,2,2,5,1,1,1,8,8,9,9,3,4,2,2,2,3,1,6,4,1,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"NDS","GER",2,1,1,3,1,1,1,1997,1,1,2,0,2005,6,1,17,40,70,18,26,28,62,16,15,17,17,30,42,65,3,4,4,2,4,7,3,2,1,2,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,1,5,5,NA,5,NA,1,2,2,NA,1,2,4,5,520,4,0,10,16,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,0,1,5,2,8,5,1,3,2,2,1,2,1,2,9,1,1,3,322,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,3,322,3,0,6,4,9,2,212,3,0,0,3,9,2,"DE9",1,5,4,2,6,7,8,8,1,2,1,1,1,1,-3,1,-3,0,4,3,2,1,1,5,2,2,4,4,3,4,1,4,1,4,5,4,3,1,2,4,2,2,2,4,5,2,5,1,1,1,4,1,1,1,2,291
"629","DE",1,10,5,6,1,4,2,3,2,10,5,7,7,7,10,10,2,2,2,2,2,2,2,2,2,2,2,5,7,10,5,10,7,5,1,1,5,1,10,2,2,2,10,10,7,7,5,4,1,1,1,4,2,10,5,1,6,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,2,1988,2,2,1,5,2005,6,1,25,35,60,30,30,30,0,20,20,18,16,50,45,0,3,3,3,3,3,10,1,1,2,2,2,2,NA,NA,NA,NA,1972,NA,NA,NA,NA,2,3,6,2,2,NA,4,NA,1,2,2,6,6,2,1,3,322,3,0,6,12,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,35,1,3,2,7,0,1,6,2,2,1,2,3,4,2,2,4,1,113,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,2,2,212,3,0,6,1,3,2,213,4,0,0,3,9,2,"DE6",1,2,2,3,10,0,10,5,2,2,9,10,0,0,0,-4,-4,4,4,4,1,2,2,1,1,2,4,2,2,2,3,2,3,5,5,5,5,3,2,2,3,3,3,3,6,5,4,2,1,1,5,2,6,5,2,2
"630","DE",4,8,8,6,1,2,3,2,3,5,8,4,2,3,6,7,1,2,2,2,2,1,2,2,2,1,2,6,9,7,0,5,3,6,2,1,5,1,3,2,3,3,4,2,3,9,5,2,2,2,2,2,3,7,6,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1972,1,2,2,6,2011,6,2,20,35,65,30,35,35,75,25,30,25,25,20,40,65,3,4,4,4,1,4,2,1,2,1,2,1,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,4,2,2,5,NA,5,NA,1,1,1,NA,1,2,3,3,322,4,0,7,13,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,8,3,1,4,1,2,1,1,3,4,7,1,4,2,229,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,7,720,6,7,7,1,1,2,213,4,0,0,3,9,2,"DE2",1,4,2,2,8,8,3,4,2,2,7,1,0,0,3,2,-3,0,3,4,2,3,2,3,1,2,4,2,2,4,1,4,1,3,4,1,4,3,2,2,1,3,3,3,1,4,2,2,1,3,4,6,3,6,2,2
"631","DE",5,6,6,4,3,4,2,3,2,7,7,8,6,4,7,7,3,2,2,2,2,2,2,2,2,1,2,4,8,7,4,8,6,10,2,1,5,1,9,1,1,1,5,5,5,7,6,4,3,2,1,3,3,8,7,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,2,1,3,1,2,2,1998,2,2,1,1,2007,6,2,0,30,60,29,0,30,0,14,18,18,25,29,50,0,3,3,3,3,3,5,3,1,1,2,1,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,3,4,2,6,NA,5,NA,1,2,2,6,6,2,2,4,313,6,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,NA,9,2,2,2,8,2,1,2,8,3,2,5,2,2,1,2,3,1,7,1,9,1,213,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,2,7,800,6,9,6,2,1,6,620,6,4,6,2,1,1,"DEA",1,4,4,4,10,10,10,10,3,3,10,1,3,3,0,-2,-2,0,4,4,3,1,1,4,2,2,3,3,4,4,4,4,1,3,3,3,5,1,2,1,3,3,3,3,3,2,4,2,4,4,2,6,2,1,1,2
"632","DE",5,6,8,7,3,3,2,3,5,8,7,9,8,6,9,8,1,2,2,1,2,2,2,2,2,1,2,5,9,8,8,6,6,8,2,1,5,1,10,1,2,2,6,7,5,8,4,2,2,2,2,3,2,9,7,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,2010,2,1,2,0,2006,6,2,20,35,0,0,26,0,60,30,0,0,0,30,0,0,3,3,3,3,3,2,4,2,1,2,2,1,NA,NA,NA,NA,1976,NA,NA,NA,NA,1,2,2,1,2,NA,4,NA,1,1,2,NA,1,1,2,3,322,4,0,7,16,0,0,0,0,0,0,0,1,0,0,0,0,NA,8,2,1,1,0,2,1,2,1,1,1,4,2,1,2,2,3,1,9,1,9,6,610,4,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,3,322,3,0,6,2,6,3,322,3,0,7,1,4,2,"DEA",1,4,3,3,8,7,6,3,3,3,10,1,2,2,0,0,-2,-2,2,1,3,1,2,3,2,2,4,3,2,4,1,5,1,4,3,3,5,2,3,5,1,1,3,1,5,5,4,3,1,2,4,1,1,1,2,2
"633","DE",2,5,6,2,3,2,1,2,2,3,6,7,1,3,6,6,1,2,2,2,2,2,2,2,2,1,2,5,10,6,5,6,6,10,2,2,5,4,4,2,2,2,6,6,6,10,5,4,4,2,2,2,3,9,9,1,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1978,1,1,3,5,2008,6,1,20,45,80,23,25,25,63,20,20,20,20,30,40,60,2,2,3,1,3,4,2,2,1,2,1,2,NA,NA,NA,NA,1969,NA,NA,NA,NA,1,2,4,5,2,NA,4,NA,1,2,2,NA,1,1,4,2,212,3,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,300,1,3,2,0,0,1,2,2,2,1,2,3,1,7,2,1,3,322,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,212,3,0,0,2,9,2,212,3,0,0,3,6,2,"DE2",1,3,3,3,10,6,9,5,1,2,1,1,0,0,0,-2,-4,-2,3,3,2,4,2,3,2,3,4,2,3,2,3,5,3,4,5,5,4,3,2,3,5,2,4,3,6,2,5,2,2,3,6,1,1,1,1,2
"634","DE",5,3,4,6,3,1,1,2,2,3,5,0,3,4,3,2,2,2,2,2,2,2,2,2,2,1,1,8,7,6,2,1,8,6,4,3,4,5,3,2,2,2,5,3,3,6,6,3,5,2,3,1,3,8,6,1,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,2,2015,2,2,2,2,2007,6,1,25,30,40,24,27,30,55,18,20,22,20,25,45,55,3,2,2,2,2,0,3,1,1,2,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,3,3,6,2,NA,2,NA,1,2,2,6,6,2,3,3,322,4,0,6,14,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,40,1,1,2,10,7,1,4,2,2,1,1,3,1,7,2,1,1,213,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,3,322,4,0,6,3,7,3,322,4,0,6,1,6,2,"DEA",1,3,1,2,10,9,2,3,1,2,4,10,-1,-1,-1,4,-4,2,3,4,2,2,3,2,2,3,4,4,4,4,4,5,4,4,2,4,6,5,2,2,2,5,3,2,5,2,5,1,2,2,2,6,9,6,1,2
"635","DE",1,5,8,8,3,2,1,2,1,3,6,10,1,3,0,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,4,2,3,1,1,4,1,5,2,1,3,9,8,8,3,1,3,1,2,4,4,1,5,4,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,55,1,1,1966,2,1,1,0,1998,6,2,30,30,65,0,30,30,65,17,25,20,20,24,45,60,3,3,4,3,2,10,3,2,1,1,2,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,5,6,6,NA,5,NA,1,2,2,NA,1,1,1,2,229,3,0,2,8,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,0,1,1,2,4,4,1,4,2,2,1,2,3,4,7,2,4,7,720,5,7,11,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,2,212,3,0,11,1,7,3,321,3,0,6,3,8,2,"DE3",1,2,3,3,8,5,5,3,2,2,10,1,-3,-3,-1,-3,-3,2,3,4,2,1,2,2,1,1,3,2,2,3,3,6,2,2,1,3,1,1,1,3,2,1,2,1,4,1,1,2,2,2,4,1,1,3,1,2
"636","DE",3,0,4,3,3,1,1,1,3,0,3,10,0,0,0,0,1,2,2,1,2,1,2,2,2,2,2,5,5,0,0,0,0,3,1,1,5,5,2,2,3,3,3,1,3,3,2,5,1,2,4,4,2,4,3,1,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,2,1,3,2,1,1,1965,1,1,3,4,1973,1,1,21,40,70,20,25,25,60,18,18,18,18,25,40,60,1,4,4,1,2,2,2,2,1,1,2,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,3,3,6,6,NA,5,NA,1,2,1,NA,1,1,3,3,322,4,0,7,13,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,0,1,1,1,3,3,1,4,2,1,1,2,2,4,6,1,4,3,322,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,1,1,212,3,0,6,4,9,3,322,3,0,6,2,5,2,"DEA",1,3,3,2,10,8,7,7,2,2,10,1,-3,-3,-2,-3,-1,0,1,3,3,2,3,1,1,3,5,3,3,3,6,6,6,2,3,3,3,2,2,4,2,1,3,1,4,3,2,1,1,1,4,2,2,2,1,1
"637","DE",5,3,7,0,2,3,1,1,3,0,0,10,0,3,0,0,2,2,2,2,2,2,2,2,1,2,3,2,5,8,2,9,10,6,2,2,5,3,5,1,2,1,8,10,9,5,6,4,4,2,2,2,3,6,6,2,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"ITA","GER",2,2,2,3,1,1,2,1990,2,2,2,1,2016,6,2,40,40,60,30,35,35,64,19,25,25,20,30,50,63,3,3,3,3,3,5,3,2,1,2,2,2,NA,NA,NA,NA,1972,NA,NA,NA,NA,3,3,5,1,4,NA,4,NA,1,2,2,6,6,2,3,5,422,5,0,4,15,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,0,2,2,1,0,0,1,4,1,2,1,1,3,1,4,2,1,1,0,1,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,1,1,113,1,0,0,1,5,3,322,4,0,7,1,5,1,"DE6",1,2,4,2,7,7,4,4,1,2,2,1,-2,-2,-2,0,-4,3,4,4,3,3,3,1,2,1,4,2,2,3,1,3,1,2,2,2,1,1,4,1,1,1,1,1,3,1,5,1,1,2,1,1,1,3,291,2
"638","DE",4,6,8,8,2,3,1,3,3,7,8,8,8,8,8,7,1,2,2,2,2,2,2,2,2,1,2,0,10,7,6,6,6,8,2,2,3,2,9,2,2,2,6,6,5,9,4,4,4,2,3,2,3,9,8,2,1,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1963,1,1,1,1,1999,2,1,17,50,70,18,20,20,65,18,16,16,16,40,50,70,3,3,3,3,3,0,2,2,1,1,2,1,NA,NA,NA,NA,1992,NA,NA,NA,NA,1,2,3,3,6,NA,5,NA,1,1,2,NA,1,1,2,3,322,3,0,6,13,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,2,1,4,1,9,5,1,4,2,2,1,2,2,4,5,1,4,6,610,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,3,322,3,0,6,1,7,3,322,3,0,6,1,4,2,"DED",1,3,3,2,9,3,8,6,2,2,10,1,-1,0,0,0,-3,2,3,2,4,3,2,2,2,2,4,3,3,2,2,3,2,4,1,2,5,3,3,2,1,1,2,2,5,3,5,3,2,1,1,1,2,1,1,2
"639","DE",5,8,4,6,1,1,4,2,4,7,8,8,4,5,5,4,3,2,2,1,2,1,2,2,1,1,3,8,8,8,7,7,6,6,2,2,4,2,4,1,2,2,6,7,6,8,5,4,3,2,2,2,3,8,8,1,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"FIN","GER",2,2,2,1,1,1,1,1970,1,1,2,0,2017,6,1,20,45,80,20,26,30,60,20,20,18,21,25,45,65,4,4,4,3,3,2,2,1,2,1,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,1,1,6,NA,2,NA,1,2,2,NA,1,1,1,6,610,6,5,0,16,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,0,1,5,1,10,9,2,4,2,2,1,2,3,4,10,1,4,6,610,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,2,2,212,3,0,0,1,2,3,322,3,0,4,2,4,2,"DEA",1,3,3,5,9,9,6,4,2,3,10,1,0,0,0,0,-3,3,4,4,1,2,2,4,2,2,4,2,3,2,1,4,4,2,3,1,2,2,5,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2
"640","DE",5,7,3,8,2,3,1,3,2,6,8,10,2,6,5,4,3,2,2,2,2,2,2,2,1,2,2,5,10,7,8,6,6,8,2,4,5,1,0,2,2,2,7,2,4,10,4,4,2,1,3,1,3,10,10,1,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"GER","ENG",1,2,2,2,2,1,1,2015,1,2,2,0,2014,6,2,20,35,70,25,25,30,55,16,20,18,19,40,35,60,3,5,4,1,2,0,2,1,1,1,2,2,NA,NA,NA,NA,2010,NA,NA,NA,NA,1,2,2,2,6,NA,4,NA,2,1,2,NA,2,2,1,5,423,6,0,7,15,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,1,1,0,2,1,2,8,6,1,4,1,1,1,1,3,2,10,3,1,4,313,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,4,313,6,0,0,1,8,4,313,6,0,0,2,8,1,"DE3",1,2,3,3,2,2,3,2,1,2,3,10,0,0,0,-3,-4,3,4,3,3,1,2,3,4,3,5,2,4,4,1,3,1,3,1,5,1,3,6,1,1,3,1,3,6,2,4,1,3,5,1,6,1,1,8,2
"641","DE",5,10,8,5,1,1,2,1,2,8,8,8,5,5,5,5,1,2,2,2,2,2,2,2,2,1,4,5,10,10,9,9,8,9,1,1,5,2,8,1,1,2,9,9,9,9,5,1,2,2,2,1,3,9,8,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1971,1,2,4,9,2017,6,2,25,40,80,25,25,30,0,18,16,18,20,22,50,75,3,3,3,4,3,9,2,2,1,1,1,1,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,2,3,2,2,NA,5,NA,1,1,1,NA,1,2,2,4,313,6,0,0,16,0,0,0,0,0,0,0,1,1,0,0,0,9,9,2,1,2,0,2,1,2,10,10,1,4,1,2,1,2,3,4,8,1,7,7,720,6,8,12,1,0,0,0,0,1,0,0,0,0,0,0,0,6,2,2,7,720,6,8,6,1,1,3,322,3,0,4,1,5,2,"DEA",1,3,4,2,10,8,6,5,3,3,10,1,0,0,1,0,3,3,4,4,2,4,3,4,2,1,3,3,3,3,1,5,3,4,5,2,3,1,5,3,1,1,3,3,3,5,4,1,3,5,5,1,1,2,2,1
"642","DE",5,5,7,8,1,3,3,3,3,3,6,8,3,3,3,5,1,1,2,2,2,1,2,1,2,1,3,3,9,8,3,3,3,3,2,2,3,2,8,1,2,2,8,8,5,8,6,5,4,2,2,2,3,6,8,2,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1970,1,1,3,8,1975,2,2,18,35,70,20,30,30,65,16,18,18,20,25,45,67,3,3,3,3,3,8,2,1,2,1,2,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,4,5,6,5,NA,5,NA,1,2,2,NA,1,1,3,7,720,6,8,0,15,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,33,1,4,1,10,8,1,4,2,2,1,2,3,4,10,2,4,1,213,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,3,5,520,4,0,10,2,4,6,620,6,8,0,3,1,1,"DE1",1,3,3,3,9,8,7,6,2,2,10,10,-1,-1,1,0,4,4,3,3,1,1,1,4,2,2,3,4,4,4,2,4,5,5,2,3,6,1,3,2,1,2,3,4,4,2,2,1,1,5,4,5,4,4,1,2
